label,text
noun.meal,Comida familia 
noun.meal,Desayunar
noun.meal,Desayunar 
noun.meal,Desayuno
noun.meal,Exposición Atención de Alimentos domingo 
noun.meal,Hacer la comida
noun.meal,Hacer la comida 
noun.meal,Hora de alimentarte
noun.meal,Hora de comida 🍽
noun.meal,Lunch
noun.meal,Lunch 
noun.meal,Lunch con Adriana 
noun.meal,Once 
noun.meal,Preparar almuerzo 
noun.meal,Preparar arroz
noun.meal,Preparar calzones rotos
noun.meal,Preparar dieta
noun.meal,comer
noun.meal,eat breakfast
noun.meal,eat lunch
noun.meal,lunch
noun.meal,preparar lonches
noun.party,Fiesta con Villar
noun.party,🕯Tiempo para Amar  🎐
paintbrush.fill,Limpiar habitación. 
paintbrush.pointed.fill,Arreglar obras 
paintbrush.pointed.fill,Averiguar extracurriculares
paintbrush.pointed.fill,Ilustrar 
paintbrush.pointed.fill,Pintar
paintbrush.pointed.fill,Pintar 
paintbrush.pointed.fill,Pintura
paintbrush.pointed.fill,Uñas 
paintbrush.pointed.fill,hacer muestrario papel
paperclip,Apuntes embriología cap 1 y 2 a mano 
paperclip,Clase de rotulado de.52-416
paperclip,Imprimir
paperclip,Lengua relato
paperclip,Preparar día siguiente y cuando sabe puedo leer
paperclip,Termina los pendientes 
paperplane.fill,Gestionar App’s Luisa
paperplane.fill,Viaje cantabria 
paperplane.fill,reply to emily
paperplane.fill,reply to emily :))
pencil.and.outline,Aclarir treball filo
pencil.and.outline,Apuntes literatura tema 7 
pencil.and.outline,Concepto
pencil.and.outline,Dibujar
pencil.and.outline,English book
pencil.and.outline,Escribir ❤️‍🩹
pencil.and.outline,Examen lazarillo
pencil.and.outline,Hacer dibujo plastica
pencil.and.outline,Hacer moodboards
pencil.and.outline,Reaseguro
pencil.and.outline,Resums Romeu i Julieta
pencil.and.outline,Writing
pencil.and.outline,etimologías
pencil.and.outline,pintar
pencil.and.outline,tema 1 bio
person.2.fill,Compartir post
person.2.fill,Fiesta Álvaro 
person.2.fill,Mandar mensaje a Julián y Mariana 
person.2.fill,Reunión CI
person.2.fill,Reunión Mónica 
person.2.fill,Reunión: planificación de contenido mensual RRSS Trauco estilo 
person.2.fill,Salir con Ari 
person.2.fill,Sujeto y Organizaciones
person.2.fill,Treball fal·làcies
person.2.fill,Viene la tia sandra
person.2.fill,academic advising
person.3.fill,Esperar
person.3.fill,Michi
person.3.fill,Ocio
person.3.fill,Quedar
person.3.fill,Réunion 
person.fill,Cambiarme 
person.fill,Quedar con Cristina Carral
person.fill,Rutina mañanera 🥳
person.fill,Skin Care
person.fill,Tiempo Personal
person.fill,🥳 Rutina mañanera
phone.fill,Call Cis electronics
phone.fill,Hablar con la madre de Asly 
phone.fill,Llamada Viv
phone.fill,Llamar Comisaría 
phone.fill,SEPE CV
photo.fill,Armar maples 
photo.fill,Armar maples - trabajar
photo.fill,Urbanismo 
photo.fill,sort through your photos
pianokeys,Alumnos Academia
pianokeys,Clase niñas La Fresneda
pianokeys,Piano
pianokeys,práctica piano
pills.fill,AB Sistémica 
pills.fill,Desayuno medicina Fer 
pills.fill,Filosofía 
pills.fill,Medicina de mamita 
pills.fill,PASTILLA 
pills.fill,Releer capítulo 2 embriología 
pills.fill,Tomar anticonceptivas
pills.fill,Tomar vitaminas
pills.fill,ZINC
pills.fill,coger pastillas regla
pin.fill,Circuito Mágico del Agua 
pin.fill,Cita Nutriologa 
pin.fill,Joaquín Tec
pin.fill,Metodologias feministas
pin.fill,Nohemi coaching
pin.fill,Plaza de armas y Chabuca Granda
pin.fill,Puente de los Suspiros
pin.fill,filosofía 
play.rectangle.fill,Trabajo en publicidad 
play.rectangle.fill,Ver película o serie
play.rectangle.fill,Ver serie 
play.rectangle.fill,Yoga Facial 
play.rectangle.fill,yt time
questionmark,Escribir sueños 
questionmark,Magistral
questionmark,PA
questionmark,Seminario
questionmark,paella
questionmark,Ética
safari.fill,Alimenta tu alma-Kajabi
safari.fill,Alimenta tu espíritu 
scanner.fill,imprimir apuntes
scissors,Arreglarme el cabello 
scissors,Cirugía
scissors,El Cartel - Cortar Maicao
scissors,Magistral
scissors,Ordinario
scissors,PL
scissors,Parrucchiera 
scissors,Seguir cortando maicao
scissors,Seminario
shield.fill,Vaccine 
shippingbox.fill,Devolver paquete Amazon 
shippingbox.fill,Lista de la compra
shippingbox.fill,Ordenar
shippingbox.fill,pack !! timer & do what you can for today
shippingbox.fill,sort through decide box
signature,Banco
signature,Rinnovare abbonamento 
signature,cita de oftalmologo
smiley.fill,Carita 
smiley.fill,Chill
smiley.fill,Corte de pelo
smiley.fill,Descanso
smiley.fill,Jugar
smiley.fill,Naro
smiley.fill,Retomar EEG
smiley.fill,Skin Care
smiley.fill,Skin care
smiley.fill,Skincare
smiley.fill,Skincare 
smiley.fill,Snack
smiley.fill,Yorch
smiley.fill,app entrenar cerebro
speedometer,𝐻𝑜𝑟𝑎 𝑖𝑟 𝑎 𝑙𝑎 𝑒𝑠𝑐𝑢𝑒𝑙𝑎!
sportscourt.fill,Salir a leer 
star.fill,Actividad
star.fill,Hacer Rifa
star.fill,Tarea Erick
star.fill,hacer examen
star.fill,♔𝐷𝑒𝑠𝑐𝑎𝑛𝑠𝑜 𝑑𝑒 𝑙𝑎 𝑒𝑠𝑐𝑢𝑒𝑙𝑎♔
stethoscope,Cirugía senos 
stethoscope,Dermatólogo 
stethoscope,Entrar a curso 
stethoscope,Esófago. Disfagia
stethoscope,Farmacología 
stethoscope,Hígado y vías biliares 
stethoscope,Ir al dermatólogo 
stethoscope,Motilidad intestinal. Íleo
stethoscope,Motilidad y secreción gástrica
stethoscope,Médico 
stethoscope,Ordinario 
stethoscope,Peritoneo
stethoscope,Sd. Mala absorción. Páncreas exocrino
stethoscope,exámenes de sangre
stethoscope,ficha clap
stethoscope,physio
sun.max.fill,Comenzar (texto plano Google Docs)
sun.max.fill,Mañana
sun.max.fill,Meditación rápida 
sun.max.fill,Pray 
sun.max.fill,Rutina de día 
sun.max.fill,Wake up
sun.max.fill,descanso
sun.max.fill,wake up sunshine
sunrise.fill,Despierta!
sunrise.fill,Morning ✨
sunrise.fill,Relajación 
sunrise.fill,Rutina Mañana
sunrise.fill,despertar
sunrise.fill,get ready & get dressed
sunrise.fill,journal
sunrise.fill,read
sunrise.fill,¡Despierta!
sunset.fill,Coser gabardina 
sunset.fill,Pijama 
sunset.fill,Rutina de Noche
tag.fill,Get dressed
tag.fill,Uniforme
text.badge.checkmark, Academia y Alsa
text.badge.checkmark,Abuela
text.badge.checkmark,Adelantar tarea
text.badge.checkmark,"Análisis, discusión, abstract"
text.badge.checkmark,Cibeles: Pendientes
text.badge.checkmark,Cibeles: Registro como PSC
text.badge.checkmark,Cibeles: Responder requerimientos cupos ordinarios
text.badge.checkmark,Comprar bebidas para llevar a La Molina
text.badge.checkmark,Fase intermedia
text.badge.checkmark,"Gráficas, pósteres, ppt"
text.badge.checkmark,Limpieza de casa
text.badge.checkmark,Lista de difusión whatsApp
text.badge.checkmark,Llevar tapers Lushita
text.badge.checkmark,Magistral
text.badge.checkmark,Modo Tracks
text.badge.checkmark,Mármol: Pendientes
text.badge.checkmark,Mármol: Seguimiento
text.badge.checkmark,Planear día 
text.badge.checkmark,Planificación ToDo. Génesis
text.badge.checkmark,Redactar post febrero Nomitek
text.badge.checkmark,Revisar
text.badge.checkmark,Revisar pendientes de la página Shopify 
text.badge.checkmark,Tarea
text.badge.checkmark,Tareas
text.badge.checkmark,Tata
thermometer,Consultation de médecine générale
timer,𝐷𝑒𝑠𝑝𝑖𝑒𝑟𝑡𝑎!
tortoise.fill,Alimento newton
tram.fill,Bajar al sur
tram.fill,Gym
tram.fill,Llevar a los niños
tram.fill,MS2
tram.fill,pasar a buscar cuenta rut
trash.fill,"Barrer, trapear y limpiar la mesa"
trash.fill,Limpieza 
trash.fill,limpieza!
tv.fill,AC
tv.fill,Act animacion
tv.fill,Avance dirección 
tv.fill,Clases T.Digital
tv.fill,Limpiar computador 
tv.fill,Plantación y estrategia
tv.fill,Prime Time
tv.fill,Trabajo
tv.fill,Ver documental 
tv.fill,ppt est digital
tv.fill,watch something
video.fill,Clase: Academia marciana 👽
video.fill,💻 Follow up 
wand.and.stars,Agradecer mi día 
wand.and.stars,Bici 
wand.and.stars,Diseñar 
wand.and.stars,Doing dishes
wand.and.stars,Editar fotos joyería
wand.and.stars,Examen ubicación 日本語
wand.and.stars,Hacer porritos y tomar fotos
wand.and.stars,Ingles
wand.and.stars,Leer
wand.and.stars,Limpiar 
wand.and.stars,Limpiar y ordenar 
wand.and.stars,Maquillarse
wand.and.stars,Ordenar 
wand.and.stars,Poner lavadora
wand.and.stars,Poner ropa a lavar
wand.and.stars,Recoger 
wand.and.stars,Skin cara y uñas 
wand.and.stars,arreglarme para dormir 
wand.and.stars,uñitas (Vicnelly)
wind,Limpiar
wind,Tender lavadora
wind,Yoga
wind,weekly reset
wrench.fill,Adecuar cuartito
wrench.fill,Camión 
wrench.fill,Mécanique 
wrench.fill,Pasar por taller cobro de choque
x.squareroot,Calculo 
x.squareroot,Cuentas
x.squareroot,Estudiar mate
x.squareroot,Estudiar matemàtiques (recuperació)
x.squareroot,Estudiar matemáticas 
x.squareroot,Estudiar mates (geometria analítica)
x.squareroot,Mate
x.squareroot,Math
x.squareroot,Prueba de Informática
x.squareroot,school
xmark.octagon.fill,Basura
xmark.octagon.fill,PICO Y PLACA 
zzz,Descanso 
zzz,Siesta
